UF,UF,MUNICÍPIO,CNPJ,FARMÁCIA,ENDEREÇO,BAIRRO,Data do Credenciamento
AL,2704302,MACEIO,41.159.252/0001-45,E TORRES VIEIRA FARMACIA  LTDA, AV DR. ANDRE PAPINI GOIS QD. A 5 340 G.RAMOS (ACAUA )  ,CIDADE UNIVERSITARIA,27/10/2014
AL,2704302,MACEIO,41.182.072/0001-84,MAX DROGARIA LTDA, SANTO ANTONIO  ,PONTA GROSSA,25/03/2008
AL,2704302,MACEIO,41.182.072/0002-65,MAX DROGARIA LTDA, R.SANTA ROSA 01  ,PONTA GROSSA,25/03/2008
AL,2704302,MACEIO,47.508.411/1174-28,COMPANHIA BRASILEIRA DE DISTRIBUICAO," AVENIDA COMENDADOR GUSTAVO PAIVA, 3159 - 3393 PARTE-R.GOV.AF.L  ",CRUZ DAS ALMAS,29/09/2006
AL,2704302,MACEIO,47.508.411/1372-91,COMPANHIA BRASILEIRA DE DISTRIBUICAO," AVENIDA FERNANDES LIMA, Nº 4.000 - PARTE I  ",GRUTA DE LOURDES,05/11/2009
AL,2704302,MACEIO,61.585.865/1182-33,RAIA DROGASIL S/A," AVENIDA FERNANDES LIMA, 452   ",FAROL,24/03/2015
AL,2704302,MACEIO,61.585.865/1183-14,RAIA DROGASIL S/A, ALMIRANTE ALVARO CALHEIROS  ,JATIUCA,24/03/2015
AL,2704401,MAJOR ISIDORO,20.729.815/0001-13,FARMACIA LABOFARMA LTDA," RUA ANTONIO PEREIRA DE SOUZA, 410   ",CENTRO,12/06/2015
AL,2704906,MAR VERMELHO,47.502.244/0001-36,J I DA S BARBOSA MEDICAMENTOS," TV JOSE DELFINO FILHO, N°59  ",CENTRO,26/12/2023
AL,2704500,MARAGOGI,10.794.275/0001-06,J. L. G. DO NASCIMENTO SILVA DROGARIA," RUA LUIZ DE HOLANDA, 4  ",CENTRO,09/10/2013
AL,2704500,MARAGOGI,10.794.275/0002-89,J. L. G. DO NASCIMENTO SILVA DROGARIA," RUA LUIZ DE HOLANDA, 4  ",CENTRO,09/10/2013
AL,2704609,MARAVILHA,03.924.692/0001-52,ROZILEIDE MATIAS DE AZEVEDO MELO, R SAGRADA FAMILIA 04  ,CENTRO,09/07/2014
AL,2704609,MARAVILHA,10.478.047/0001-19,A R DE ARAUJO," RUA PEDRO FERNANDO BRANDAO ALCANTARA, 02  ",CENTRO,15/05/2012
AL,2704708,MARECHAL DEODORO,00.278.292/0001-29,DROGARIA ALAGOANA LTDA, Rua DOS CAJUEIROS 65 em frente a praça  ,TAPERAGUA,21/12/2012
AL,2704708,MARECHAL DEODORO,08.610.677/0001-53,ARCANJO FARMACIA LTDA, R BARAO DE ALAGOAS 24  ,CENTRO,20/12/2012
AL,2704807,MARIBONDO,35.565.548/0001-63,JOSE CARLOS FERNANDES DOS SANTOS," RUA DO COMERCIO, Nº29  ",CENTRO,18/08/2009
AL,2705002,MATA GRANDE,02.461.250/0001-54,FARMACIA FARIAS LTDA," RUA UBALDO MALTA, 84  ",CENTRO,06/12/2013
AL,2705002,MATA GRANDE,02.961.743/0001-53,DAYANA BORSARI RAMOS & CIA LTDA," RUA SENADOR FIRMINO DE VASCOCELOS, SN - LOJA 04   ",PONTA DA TERRA,23/06/2015
AL,2705200,MESSIAS,07.978.167/0001-70,P. R. FERNANDES DE BARROS," RUA FLORIANO PEIXOTO, 268, CENTRO  ",CONJ. TEOTONIO VILELA,20/12/2012
AL,2705200,MESSIAS,17.857.256/0001-12,C. M. B. DA SILVA FARMACIA," RUA R MANOEL JALBAS, 41 - A  ",CENTRO,23/10/2013
AL,2705309,MINADOR DO NEGRAO,41.701.912/0001-78,BELLA FARMA FARMACIA LTDA.," RUA BELARMINO VIEIRA BARROS, Nº 175  ",CENTRO,29/09/2023
AL,2705408,MONTEIROPOLIS,20.708.908/0001-61,TORRES E BEZERRA COMERCIO DE MEDICAMENTOS LTDA," RUA DO COMERCIO, 73  ",CENTRO,06/05/2024
AL,2705408,MONTEIROPOLIS,24.072.984/0001-84,FARMACIA AGRAMED LTDA," R ANTONIO PRUDENTE DE MELO, N°51  ",CENTRO,30/10/2023
AL,2705507,MURICI,09.634.679/0001-45,PINO E OLIVEIRA FARMACIA LTDA," AVENIDA JACINTO BARBOSA, 175  ",CENTRO,21/09/2011
AL,2705606,NOVO LINO,17.410.735/0002-77,FARMACIA A&D LTDA, FLORIANO PEIXOTO 257 ,CENTRO,12/05/2015
AL,2705705,OLHO D'AGUA DAS FLORES,07.228.033/0001-32,NADIRA FERNANDES BRITO DOS SANTOS, PRACA JOSE AMORIM 96   ,CENTRO,22/11/2013
AL,2705804,OLHO D'AGUA DO CASADO,00.284.937/0001-36,ELIZANGELA SILVA," RUA JOAO FRANCISCO SOARES, N°22  ",CENTRO,14/12/2023
AL,2705804,OLHO D'AGUA DO CASADO,21.371.749/0001-15,A J P DOS SANTOS FARMACIA," R PRES CASTELO BRANCO, N°26",CENTRO,15/05/2024
AL,2705903,OLHO D'AGUA GRANDE,10.238.049/0001-30,CARMELITA DE LIMA LEITE PONTES BARROS E CIA LTDA," RUA DEZESSEIS DE SETEMBRO, 4   ",LEVADA,11/05/2015
AL,2706307,PALMEIRA DOS INDIOS,02.644.323/0001-43,FERRO & MELQUIDES LTDA," AV.GOVERNADOR MUNIZ FALCAO,150  ",JUCA SAMPAIO,20/08/2010
AL,2706307,PALMEIRA DOS INDIOS,06.198.619/0028-59,DROGATIM DROGARIAS LTDA," AVENIDA VIEIRA DE BRITO, Nº 55  ",SAO CRISTOVAO,31/12/2013
AL,2706307,PALMEIRA DOS INDIOS,08.414.187/0001-81,FARMACIA FERREIRA LTDA," DA INDEPENDENCIA, 298  ",CENTRO,08/04/2010
AL,2706307,PALMEIRA DOS INDIOS,11.573.307/0001-06,DROGALIMA COMERCIO LTDA, AVENIDA VIEIRA DE BRITO 59  ,SAO CRISTOVAO,30/09/2013
AL,2706406,PAO DE ACUCAR,02.778.153/0001-90,REDE FARMA FARMACIA E DROGARIA LTDA, BRAULIO CAVALCANTE  ,CENTRO,31/12/2013
AL,2706422,PARICONHA,08.529.011/0002-56,EDLA ALESSANDRA BORGES MACHADO DE OLIVEIRA," RUA CICERO TEIXEIRA, S/N, LOJA 2  ",CENTRO ,26/03/2024
AL,2706422,PARICONHA,32.265.283/0003-51,M C GALDINO ANJOS - FARMACIA," RUA CICERO TEIXEIRA LIMA, N°8 LOJA 2  ",CENTRO,16/04/2024
AL,2706448,PARIPUEIRA,08.768.706/0001-00,J. M. S. LEAO & CIA. LTDA., AV MAJOR LUIZ CAVALCANTE 44  ,CENTRO,31/12/2013
AL,2706448,PARIPUEIRA,15.088.572/0002-22,A M DE ESPINDOLA NETO, R NOVA 222 SALA: 02;  ,CENTRO,10/12/2014
AL,2706505,PASSO DE CAMARAGIBE,17.410.735/0001-96,FARMACIA A&D LTDA, FERNANDES LIMA 34/A ,CENTRO,08/05/2014
AL,2706604,PAULO JACINTO,03.475.088/0001-96,MARIA ZILDA DE ASSUNCAO TENORIO," TR SAO SEBASTIAO, 08   ",CENTRO,12/05/2015
AL,2706703,PENEDO,05.325.467/0001-25,D A L COMERCIO LTDA, rua DA AURORA 140  ,SANTA LUZIA,30/09/2013
AL,2706703,PENEDO,08.369.706/0001-37,A C G VILELA DE ALMEIDA," AV FLORIANO PEIXOTO, 38  ",CENTRO,03/02/2010
AL,2706703,PENEDO,09.209.088/0001-20,FARMACIA BOM JESUS LTDA, rodovia ENGENHEIRO JOAQUIM GONALVES 1140  ,DOM CONSTANTINO,06/12/2013
AL,2706703,PENEDO,41.178.633/0001-71,DROGADEL COMERCIO LTDA," FLORIANO PEIXOTO, 36  ",CENTRO,30/12/2009
AL,2707107,PIRANHAS,00.284.937/0003-06,ELIZANGELA SILVA," AVENIDA DELMIRO GOUVEIA, N°85  ",NOSSA SENHORA DA SAUDE,07/12/2023
AL,2707107,PIRANHAS,31.970.231/0001-51,LUZIANE MAYRA V DA SILVA E CIA LTDA," RUA DO COMERCIO, N°38  ",DISTRITO PIAU,07/12/2023
AL,2707305,PORTO CALVO,09.318.207/0003-45,FARMACIA PEREIRA LTDA," R DR FERNANDES LIMA, N°19  ",CENTRO,30/10/2023
AL,2707305,PORTO CALVO,50.236.337/0001-70,A S FARMACIAS LTDA," RUA CORONEL CLODOALDO DA FONSECA, N°98 LOJA A",CENTRO,14/12/2023
AL,2707404,PORTO DE PEDRAS,55.295.784/0001-14,BL FARMA LTDA, LUIZ FERREIRA DORTA  ,PALMEIRA,29/01/2025
AL,2707503,PORTO REAL DO COLEGIO,07.031.731/0001-43,EDSON CIRINO SANTOS, GAL LUIZ CAVALCANTE  ,CENTRO,01/08/2013
AL,2707602,QUEBRANGULO,06.157.930/0001-30,L. D. LOPES DROGARIA," DO COMERCIO, 110  ",CENTRO,05/04/2012
AL,2707701,RIO LARGO,06.198.619/0064-12,DROGATIM DROGARIAS LTDA," AVENIDA PRESIDENTE GETULIO VARGAS, 39  ",CENTRO,10/12/2014
AL,2707701,RIO LARGO,15.218.814/0001-74,V B GONCALVES FARMACIA," AVENIDA BR 104, KM 20   ",PREF ANTONIO L DE SOUZA,07/10/2014
AL,2707800,ROTEIRO,34.832.464/0001-86,SANTOS CAVALCANTE FARMACIA LTDA," RUA JOAO PEDRO, S/N  ",CENTRO ,26/03/2024
AL,2707800,ROTEIRO,44.557.454/0001-33,SMART FARMA LTDA, PEDRO BALBINO  ,CENTRO,29/09/2023
AL,2707909,SANTA LUZIA DO NORTE,51.796.356/0001-14,BRUNO FERNANDES GOMES DROGARIA LTDA, NSª SRª IMACULADA CONCEICAO  ,CENTRO,20/02/2025
AL,2708006,SANTANA DO IPANEMA,06.198.619/0055-21,DROGATIM DROGARIAS LTDA, AV CORONEL LUCENA MARANHAO 219   ,MONUMENTO,31/12/2013
AL,2708006,SANTANA DO IPANEMA,06.626.253/0528-95,EMPREENDIMENTOS PAGUE MENOS S/A," RUA CORONEL LUCENA MARANHAO, 220  ",MONUMENTO,06/11/2013
AL,2708105,SANTANA DO MUNDAU,17.341.782/0001-25,JONAS ALMEIDA DA SILVA LTDA, RUA  SILVESTRE PERICLES 22  ,CENTRO,22/11/2013
AL,2708303,SAO JOSE DA LAJE,03.653.693/0001-00,JOSE GEORGE P. CORREIA," RUA DOUTOR OSCA GORDILHO, 172  ",CENTRO,26/08/2014
AL,2708402,SAO JOSE DA TAPERA,09.268.552/0001-50,J. F. DO NASCIMENTO ROCHA," AVENIDA ELISIO MAIA, 183  ",CENTRO,21/12/2012
AL,2708402,SAO JOSE DA TAPERA,35.547.983/0001-65,LUIZ CARLOS DE MELO, R DO COMERCIO 120  ,CENTRO,31/12/2013
AL,2708600,SAO MIGUEL DOS CAMPOS,06.198.619/0034-05,DROGATIM DROGARIAS LTDA," PRAÇA CORONEL MIGUEL CESAR TEIXEIRA, 04 - TERREO  ",CENTRO,25/11/2010
AL,2708600,SAO MIGUEL DOS CAMPOS,11.305.013/0001-95,TENORIO & CAVALCANTE LTDA," RUA DR. ROMULO DE ALMEIDA, 99  ",CENTRO,31/10/2012
AL,2708709,SAO MIGUEL DOS MILAGRES,44.955.637/0001-07,PORFIRIO DROGARIAS LTDA," R ANTONIO BUARQUE BRAGA, N°137  ",PORTO DA RUA,25/07/2024
AL,2708808,SAO SEBASTIAO,09.207.511/0001-53,FARMACIA MEDFARMA LTDA, AVENIDA ANTONIO CUSTODIO PORTO 136 AVENIDA  ,CENTRO,21/12/2012
AL,2708808,SAO SEBASTIAO,12.481.529/0001-53,FARMACIA SANTA QUITERIA LTDA," PCA MUNIZ FALCAO , 57  ",CENTRO,14/06/2010
AL,2708907,SATUBA,05.596.930/0004-16,VALDIR ALVES DE LIMA, 17 DE AGOSTO 48 ,CENTRO,31/03/2016
AL,2708956,SENADOR RUI PALMEIRA,24.409.261/0002-09,GERALDO MESSIAS  DE  OLIVEIRA  FILHO LTDA," AVENIDA DO COMERCIO, 89  ",CENTRO,15/05/2024
AL,2709004,TANQUE D'ARCA,35.501.615/0001-86,DROGARIA DA CIDADE LTDA, VEREADOR JOSE GARCEZ  ,CENTRO,26/11/2024
AL,2709103,TAQUARANA,23.028.312/0001-09,DROGARIA POPULAR DO BRASIL LTDA," PC PADRE CICERO, 83 - QUADRA 02   ",CENTRO,31/03/2016
AL,2709152,TEOTONIO VILELA,02.992.593/0001-45,W S DROGARIA SANTA LUZIA LTDA, AVENIDA MARIA JEANE MOREIRA SAMPAIO 321  ,CENTRO,14/12/2012
AL,2709152,TEOTONIO VILELA,07.659.446/0001-71,DROGARIA PAPS LTDA, TEOFILO PEREIRA  ,CENTRO,15/12/2009
AL,2709202,TRAIPU,46.765.515/0001-83,PHARMA K COMERCIO DE MEDICAMENTOS LTDA," SIT DISTRITO MUMBAÇA, S/N  ",ZONA RURAL,15/05/2024
AL,2709202,TRAIPU,51.144.787/0001-04,MELO MEDEIROS DROGARIA LTDA," PC CORONEL NETO, N°80  ",CENTRO,15/05/2024
AL,2709301,UNIAO DOS PALMARES,13.229.812/0001-55,DROGARIA CENTRAL LTDA," RUA MAL DEODORO DA FONSECA, Nº 59 - A  ",CENTRO,31/10/2012
AL,2709301,UNIAO DOS PALMARES,14.492.146/0001-06,COMERCIAL DE MEDICAMENTOS SAMPAIO LTDA," RUA DR ANTONIO DORTA, 234  ",CENTRO,11/12/2014
AL,2709400,VICOSA,00.717.158/0001-87,MARIA CILENE VILACA AVILA," RUA MOTA LIMA, 03  ",CENTRO,23/05/2012
AL,2709400,VICOSA,08.995.627/0001-31,CANDIDO COMERCIO DE PRODUTOS FARMACEUTICOS LTDA," RUA MOTA LIMA, 05  ",CENTRO,03/02/2010
AL,2709400,VICOSA,19.961.738/0001-43,FARMACIA SAO MARCOS LTDA," RUA CLODOALDO DA FONSECA, 01   ",CENTRO,10/09/2015
AM,1300680,BOA VISTA DO RAMOS,23.483.440/0001-42,J. S. MONTEIRO LTDA, GRACILIANO FARIAS  ,CENTRO,26/12/2023
AM,1300706,BOCA DO ACRE,12.221.330/0001-96,DROGARIA E FARMACIA DE MANIPULACAO ARARAS LTDA," AV. MARIO DIOGO DE MELO, Nº 143  ",PLATO DO PIQUIA,23/10/2013
AM,1300706,BOCA DO ACRE,12.221.330/0002-77,DROGARIA E FARMACIA DE MANIPULACAO ARARAS LTDA, TV RUI BARBOSA 101  ,CENTRO,19/05/2015
AM,1301001,CARAUARI,22.347.965/0001-98,M S DOS SANTOS & CIA LTDA," RUA ANASTACIO CAVALCANTE, N°1530",CENTRO,30/01/2024
AM,1301209,COARI,07.438.265/0001-15,DROGALAR COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA," RUA INDEPENDENCIA, 293   ",CENTRO,30/06/2015
AM,1301209,COARI,14.078.113/0001-14,A P L DE MATOS MEDICAMENTOS LTDA," RUA DOIS DE DEZEMBRO, 670   ",TAUA-MIRIM,17/06/2015
AM,1301407,EIRUNEPE,53.039.908/0001-75,H. L. XAVIER," AV GETULIO VARGAS, N°01 BOX 01  ",NOSSA SENHORA DE FATIMA,14/05/2024
AM,1301506,ENVIRA,32.172.129/0001-73,P. E. MATTOS & CIA LTDA, 5 DE SETEMBRO  ,NOVA ESPERANCA,29/09/2023
AM,1301506,ENVIRA,32.172.129/0002-54,P. E. MATTOS & CIA LTDA, 5 DE SETEMBRO,NOVA ESPERANCA,29/09/2023
AM,1301506,ENVIRA,41.900.984/0001-44,RAYSA LOPES FELICIANO," RUA ESTRADA MARIANO, S/N  ",SANTA RITA,11/08/2023
AM,1301605,FONTE BOA,24.187.678/0001-93,L N DE FARIAS LTDA," AVENIDA FRANCISCO PEREIRA DE SOUZA, N°07  ",CIDADE NOVA,09/10/2024
AM,1301605,FONTE BOA,37.095.048/0001-30,S J C DE FARIA," RUA TRES, N°26  ",PAI SABA,26/12/2023
AM,1301704,HUMAITA,84.096.510/0001-02,L. LIMA DA SILVA LTDA," RUA RIO MADEIRA, N° 2043 - SALA B  ",SAO PEDRO,20/11/2014
AM,1301902,ITACOATIARA,05.497.211/0001-03,SILVA E FERNANDES LTDA," AV 7 DE SETEMBRO, 1355  ",IRACY,21/07/2014
AM,1302207,JURUA,29.504.108/0001-01,IURY DUARTE ALMEIDA LTDA," RUA FRANCISCO DE PAULA, N°65  ",CENTRO,30/01/2024
AM,1302306,JUTAI,10.554.536/0001-02,L. P. V. DA SILVA," RUA COSTA E SILVA, N° 110  ",CENTRO,29/09/2023
AM,1302405,LABREA,09.648.661/0001-00,SAMARA SOUZA SANTOS LTDA, RUA JULIAO JUSTINO 1284  ,CENTRO,08/05/2014
AM,1302504,MANACAPURU,06.626.253/0441-08,EMPREENDIMENTOS PAGUE MENOS S/A," AVENIDA BOULEVARD PEDRO RATES DE OLIVEIRA, 693  ",CENTRO,18/02/2013
AM,1302603,MANAUS,04.429.478/0019-11,SB COMERCIO LTDA," AVENIDA NOEL NUTELS, 22  ",CIDADE NOVA,25/01/2011
AM,1302603,MANAUS,04.429.478/0020-55,SB COMERCIO LTDA," RUA VINTE E DOIS, 654 - CJ CASTELO BRANCO  ",PARQUE DEZ,25/01/2011
AM,1302603,MANAUS,04.429.478/0021-36,SB COMERCIO LTDA," AVENIDA DARCY GOMES, Nº 545  ",PARQUE DEZ,24/10/2007
AM,1302603,MANAUS,04.429.478/0024-89,SB COMERCIO LTDA," AVENIDA DARCY VARGAS, Nº 545  ",PARQUE DEZ,24/10/2007
AM,1302603,MANAUS,04.429.478/0025-60,SB COMERCIO LTDA," AVENIDA COSME FERREIRA, 55 - A  ",SAO JOSE,25/01/2011
AM,1302603,MANAUS,04.429.478/0026-40,SB COMERCIO LTDA," AVENIDA DARCY VARGAS, Nº 545  ",PARQUE DEZ,24/10/2007
AM,1302603,MANAUS,04.429.478/0028-02,SB COMERCIO LTDA," AVENIDA DJALMA BATISTA, 1255 - A  ",NOSSA SENHORA DA GRACAS,24/03/2015
AM,1302603,MANAUS,04.429.478/0030-27,SB COMERCIO LTDA," AVENIDA PENETRACAO, 87  ",JAPIIM,25/01/2011
AM,1302603,MANAUS,04.429.478/0031-08,SB COMERCIO LTDA," AVENIDA DARCY VARGAS, Nº 545  ",PARQUE DEZ,24/10/2007
AM,1302603,MANAUS,04.429.478/0032-99,SB COMERCIO LTDA," AVENIDA SILVES, 1029  ",RAIZ,25/01/2011
AM,1302603,MANAUS,04.429.478/0033-70,SB COMERCIO LTDA," AVENIDA JORNALISTA HUMBERTO CALDERARO FILHO, 1128 - LOJA 02  ",ADRIANOPOLIS,25/01/2011
AM,1302603,MANAUS,04.429.478/0034-50,SB COMERCIO LTDA," AVENIDA DARCY VARGAS, Nº 545  ",PARQUE DEZ,24/10/2007
AM,1302603,MANAUS,04.429.478/0035-31,SB COMERCIO LTDA," AVENIDA LAGUNA, 150  ",NOVA ESPERANCA,25/01/2011
AM,1302603,MANAUS,04.429.478/0036-12,SB COMERCIO LTDA," AVENIDA CARLOTA JOAQUINA, 186 - LOJA 03 CONJ CASTELO BRANCO  ",PARQUE 10 DE NOVEMBRO,24/03/2015
AM,1302603,MANAUS,04.429.478/0037-01,SB COMERCIO LTDA," AVENIDA DESEMBRAGADOR JOAO MACHADO, 50  ",ALVORADA,25/01/2011
AM,1302603,MANAUS,04.429.478/0039-65,SB COMERCIO LTDA," AVENIDA TANCREDO NEVES, 920 - LOJA 12  ",PARQUE DEZ,03/03/2015
AM,1302603,MANAUS,04.429.478/0094-91,SB COMERCIO LTDA," AVENIDA NOEL NUTELS, 1762 - LJ 04 E 1  ",CIDADE NOVA,25/01/2011
AM,1302603,MANAUS,04.429.478/0109-02,SB COMERCIO LTDA," AVENIDA TEREZINA,  351 (PARTE)  ",ADRIANOPOLIS,03/03/2015
AM,1302603,MANAUS,04.429.478/0124-41,SB COMERCIO LTDA," RUA MARQUES DE SANTA CRUZ, 49  ",CENTRO,25/01/2011
AM,1302603,MANAUS,04.429.478/0125-22,SB COMERCIO LTDA," AVENIDA DJALMA BATISTA, 1661 - LOJAS 241 E 242 - MILLENNIUM SHOPPING MALL   ",CHAPADA,03/03/2015
AM,1302603,MANAUS,04.429.478/0126-03,SB COMERCIO LTDA," AVENIDA SETE DE SETEMBRO, 617  ","SETE DE SETEMBRO, 617",25/01/2011
AM,1302603,MANAUS,04.429.478/0128-75,SB COMERCIO LTDA," AVENIDA OSCAR BOREL, 68 - C  ",COMPENSA,25/01/2011
AM,1302603,MANAUS,04.429.478/0129-56,SB COMERCIO LTDA," RUA PROF FELIX VALOIS,305 - ESQ. C/A R. ROUXINOL  ",MANAUS ,25/01/2011
AM,1302603,MANAUS,04.429.478/0130-90,SB COMERCIO LTDA," AVENIDA SETE DE SETEMBRO, 1308  ",CENTRO,25/01/2011
AM,1302603,MANAUS,04.429.478/0132-51,SB COMERCIO LTDA," AVENIDA DJALMA BATISTA, 1120  ",PARQUE DEZ,25/01/2011
AM,1302603,MANAUS,04.429.478/0134-13,SB COMERCIO LTDA," AVENIDA TORQUATO TAPAJOS, 5252  ",FLORES,25/01/2011
AM,1302603,MANAUS,04.429.478/0138-47,SB COMERCIO LTDA," AVENIDA BORBA, 867  ",CACHOEIRINHA,25/01/2011
AM,1302603,MANAUS,04.429.478/0139-28,SB COMERCIO LTDA," AVENIDA RODRIGO OTAVIO, 46  ",JAPIIM,25/01/2011
AM,1302603,MANAUS,04.429.478/0144-95,SB COMERCIO LTDA," AVENIDA MARGARITA, 1.359 -  Loja 138 AB   ",NOVA CIDADE,03/03/2015
AM,1302603,MANAUS,04.429.478/0145-76,SB COMERCIO LTDA," AVENIDA DJALMA BATISTA, 2.100 - LOJA S-9 - SUBSOLO   ",PARQUE DEZ DE NOVEMBRO,03/03/2015
AM,1302603,MANAUS,04.429.478/0146-57,SB COMERCIO LTDA," AVENIDA DESEMBARGADOR JOAO MACHADO, 50 (PARTE)  ",ALVORADA,03/03/2015
AM,1302603,MANAUS,04.429.478/0147-38,SB COMERCIO LTDA," AVENIDA AUTAZ MIRIM, 5.333   ",SAO JOSE OPERARIO,03/03/2015
AM,1302603,MANAUS,04.429.478/0148-19,SB COMERCIO LTDA," AVENIDA MAX TEIXEIRA, 200  ",FLORES,03/03/2015
AM,1302603,MANAUS,04.429.478/0149-08,SB COMERCIO LTDA," AVENIDA ANDRE ARAUJO, 763 - LOJA 01   ",ALEIXO,03/03/2015
AM,1302603,MANAUS,04.429.478/0151-14,SB COMERCIO LTDA," AVENIDA EDUARDO RIBEIRO, 520 - LOJA 12 COND SHOPPING CENTER  ",CENTRO,24/03/2015
AM,1302603,MANAUS,04.429.478/0152-03,SB COMERCIO LTDA," AVENIDA DJALMA BATISTA, 874 - QUADRA59 CONJ VIEIRALVES  ",CHAPADA,03/03/2015
AM,1302603,MANAUS,04.429.478/0153-86,SB COMERCIO LTDA," AVENIDA PARAIBA, 813 - LETRA C   ",ADRIANOPOLIS,03/03/2015
AM,1302603,MANAUS,06.626.253/0021-03,EMPREENDIMENTOS PAGUE MENOS S/A, DA AMIZADE 1913 ,SAO FRANCISCO,24/08/2006
AM,1302603,MANAUS,06.626.253/0228-05,EMPREENDIMENTOS PAGUE MENOS S/A, AV DJALMA BATISTA QUADRA 59  ,NOSSA SENHORA DAS GRAÇAS,24/03/2006
AM,1302603,MANAUS,06.626.253/0244-17,EMPREENDIMENTOS PAGUE MENOS S/A, AV 7 DE SETEMBRO N 1214  ,CENTRO,24/03/2006
AM,1302603,MANAUS,06.626.253/0300-69,EMPREENDIMENTOS PAGUE MENOS S/A," AV AUTAZ MIRIM, Nº5981, CASA A  ",SAO JOSE OPERARIO,28/04/2008
AM,1302603,MANAUS,06.626.253/0416-99,EMPREENDIMENTOS PAGUE MENOS S/A," AVENIDA NOEL NUTELS, 572  ",CIDADE NOVA,18/02/2013
AM,1302603,MANAUS,06.626.253/0440-19,EMPREENDIMENTOS PAGUE MENOS S/A," AVENIDA DESEMBARGADOR JOAO MACHADO, 05  ",ALVORADA,18/02/2013
AM,1302603,MANAUS,06.626.253/0506-80,EMPREENDIMENTOS PAGUE MENOS S/A," Avenida ANDRE ARAUJO, 72  ",ADRIANOPOLIS,06/11/2013
AM,1302603,MANAUS,06.626.253/0570-05,EMPREENDIMENTOS PAGUE MENOS S/A, Avenida BRASIL 2395   ,COMPENSA,31/12/2013
AM,1302603,MANAUS,07.615.591/0001-50,EDILSON LIMA IDEMICIO," AVENIDA AUTAZ MIRIM, 62 (TERREO)  ",SAO JOSE OPERARIO,23/05/2012
AM,1302603,MANAUS,08.894.878/0001-20,J S ISHIDA," AVENIDA COM. VICENTE CRUZ, 693  ",SAO RAIMUNDO ,20/12/2012
AM,1302603,MANAUS,61.585.865/1168-85,RAIA DROGASIL S/A, NOEL NUTELS  ,CIDADE NOVA,15/04/2015
AM,1302702,MANICORE,36.514.912/0001-29,NEILA MEDEIROS SALGADO," TRAVESSIA PEDRO TINOCO, Nº 49  ",CENTRO,11/08/2023
AM,1302702,MANICORE,43.076.593/0001-82,R G DE FREITAS COMERCIO, PEDRO TINOCO  ,CENTRO,07/12/2023
AM,1302900,MAUES,10.257.759/0001-08,AURENIVIA ANDRADE BARRETO LEITE, avenida MARECHAL DEODORO 383  ,CENTRO,22/11/2013
AM,1303403,PARINTINS,05.754.402/0004-48,E S NAKAUTH," RUA CORREA NETO, 3241  ",PAULO CORREA,11/01/2018
AM,1303536,PRESIDENTE FIGUEIREDO,03.458.939/0001-92,DROGALAR COMERCIO DE MEDICAMENTOS LTDA," RODOVIA BR 174, KM 107, RUA UATUMA SALA 03, Nº 05  ",CENTRO,22/08/2014
AM,1303569,RIO PRETO DA EVA,22.111.693/0001-22,E DE CASTRO BRITO," RUA GOVERNADOR BARAO DE SAO DOMINGOS, N°24  ",CENTRO,16/04/2024
AM,1303809,SAO GABRIEL DA CACHOEIRA,04.003.658/0001-08,C DE F M PAES," AV PRES CASTELO BRANCO, 140  ",FORTALEZA,05/05/2014
AM,1303908,SAO PAULO DE OLIVENCA,53.532.518/0001-32,HIPERFARMA PRODUTOS FARMACEUTICOS LTDA, HUDSON FERMIN  ,NOSSO SENHOR DO BONFIM,30/12/2024
AM,1304062,TABATINGA,31.206.240/0001-70,M S L COMERCIO DE MEDICAMENTOS LTDA," AVENIDA DA AMIZADE, S/N  ",CENTRO,30/01/2024
AM,1304260,UARINI,23.856.455/0001-09,A. MESQUITA DE CARVALHO," AV. FRANCO LOPES, Nº 291  ",CENTRO ,26/03/2024
AP,1600279,LARANJAL DO JARI,34.426.961/0001-84,FARMACIA BEM ESTAR LTDA, TANCREDO NEVES  ,CENTRO,20/02/2024
AP,1600303,MACAPA,05.932.395/0001-84,C. F. DE SOUSA SOBRINHO LTDA," AV FAB, Nº 1070 SALAS 01 E 02  ",CENTRAL,15/12/2009
AP,1600303,MACAPA,06.626.253/0339-12,EMPREENDIMENTOS PAGUE MENOS S/A," RUA ELIZER LEVY, 1902  ",CENTRO,26/01/2011
AP,1600303,MACAPA,06.626.253/0402-93,EMPREENDIMENTOS PAGUE MENOS S/A," RUA SANTOS DUMONT, 2411  ",BURITIZAL,18/02/2013
AP,1600303,MACAPA,06.626.253/0482-78,EMPREENDIMENTOS PAGUE MENOS S/A," RUA GUANABARA, 126  ",PACOVAL,18/02/2013
AP,1600303,MACAPA,13.444.801/0001-98,FARMACIA POPULAR LTDA, ADILSON JOSE PINTO PEREIRA 879 LETRA A,SAO LAZARO,16/06/2015
AP,1600303,MACAPA,14.440.437/0001-50,FARMACIA DO POVO LTDA," RUA CICERO MARQUES DE SOUZA, 2474  ",NOVO HORIZONTE,15/06/2015
AP,1600303,MACAPA,18.393.870/0001-33,DROGAO POPULAR LTDA, GUANABARA  ,PACOVAL,16/06/2015
